track_id,artists,album_name,track_name,popularity,track_genre,genre_group
16jkK68E62jahW2ETxOftX,Tony Vega,Salsa x siempre,Corazón Corazón - Salsa Version,0,salsa,latin
0KNOXsTgTF0JaC7ZBZWPRK,Little Glee Monster,いつかこの涙が,いつかこの涙が,39,j-pop,pop
11WVJiPftXSKOdU6lnijJq,Verge Collection,Flaneur,Last Ciggie,26,garage,rock
1rk9cexA1NrosX456qtH5E,Miranda!;Jesús Navarro,Fuerte,Enero (with Jesús Navarro),34,electronic,electronic
0Npdhq5RUQ3C5clbzOZmtQ,Lasse Stefanz,I ett fotoalbum,I ett fotoalbum,42,country,acoustic
7nglrdtDWzSqj2cX7tUIlx,Level 42,Something About You: The Collection,Something About You,29,synth-pop,pop
4YwqMRlD5MSn4gj34c5q1j,Static-X,Cannibal,Chemical Logic,23,industrial,metal
467iefma0LTxEA2EiuQeNN,Israel Salazar;Gabriel Guedes de Almeida,Salazar (Ao Vivo / Deluxe),Canção Ao Cordeiro - Ao Vivo,46,brazil,latin
2gOTZ20q1YAN5amIc4tCRv,Trio Virgulino,Forró de Todos os Tempos,Frevo Mulher,44,forro,latin
4RYtkoUGmZtYa95yir2EUh,Everything But The Girl,"Baby, the Stars Shine Bright",Come on Home,25,trip-hop,hip-hop
2nAeK63zz8YGcufGW16Y58,TACOYAKI RAINBOW,絶唱!なにわで生まれた少女たち (Special Edition),絶唱!なにわで生まれた少女たち,18,j-idol,world
13IwfGCMr9gecyl16daFCy,Indochine,Paradize,Popstitute,26,synth-pop,pop
507tWaezxWNqkTQ0t8SUIg,Sebastian Yatra;Myke Towers,Homecoming Latin Party,Pareja Del Año,0,reggae,reggae
4bwwGS7SmfLK601qw44t2M,CamaSutra,Tego Chcesz,Jesteś Ideałem,32,disco,electronic
0gMW8XpPFPjoApDii5Tj1u,Ben Platt;Original Broadway Cast of Dear Evan Hansen,Dear Evan Hansen (Original Broadway Cast Recording),Waving Through A Window,64,show-tunes,inne
3FNM2q8Z42grRIAIME2yU1,Robert Schimmel,Life Since Then,The Avn Awards,19,comedy,inne
0JWAGB0kw1rT2vPR1r8IKo,George Bruns,Walt Disney Records The Legacy Collection: Disneyland,The Rainbow Caverns - From Mine Train Through Nature’s Wonderland,29,disney,inne
1jij5b2xsyFGDKfnkPfzZy,Ricardo Silva,Música de las Sagas de Dragón Ball,"Mi Corazón Encantado (Opening ""D.B. G T."")",33,anime,inne
196YNozEepfi1MOCZfIFD4,Trap Them,Darker Handcraft,Scars Align,16,grindcore,metal
0RNERTwknSnMmEOSHFwxyC,Vybz Kartel,Greensleeves Official Dancehall Mixtape Vol. 1 - Bobby Konders / Massive B,Sweet To The Belly (Egyptian Rhythm),18,j-dance,world
5xoM4IhhyAgn0gdQ5BMW4Q,Alphaxone,Dystopian Gate,Lost in the Moment,9,iranian,world
3ykmGVUDYCpdG04Eaw40pX,Ilaiyaraaja;K. S. Chithra,Muthal Mariyathai (Original Motion Picture Soundtrack),Antha Nilava Thaan,47,k-pop,pop
7CAsrtI5Df8ZOrKZ2ImrVO,Le Youth;Sultan + Shepard;Panama,Reminders,New Love,55,disco,electronic
1ER18JtNiSnKkZX26zdkG9,6091,Kummati,Kummati,45,electro,electronic
6lKG104xIQ7DIuSYOnCqfZ,Opeth,Damnation,To Rid the Disease,43,death-metal,metal
3YxLCx7IRXOxfGS9r1xOD8,Robert Owens;Elatehem,"Naked, Pt. 1",Better Me,8,chicago-house,electronic
0GY3QNhYHD3WuBMqcLc127,Lars Winnerbäck,Eldtuppen,När jag såg dig,42,swedish,world
2jj2x6vFbc1XtxlPdrb1xV,Skurken,De Kalder Mig Skurken,Ondskab På Beatet,11,idm,electronic
0JVZPBZPeMc405AeopcRMH,The Montreal Children's Workshop,My Little Baby's Birthday,Hurry Hurry Drive The Fire Truck,53,children,inne
7vg4ESJLw2k57MrAh4AsJF,Péricles;Chrigor,Pagode do Pericão (Ao Vivo),Teu Segredo - Ao Vivo,55,pagode,latin
2RZTOHYYfQarBj1X41R89b,Shinedown,The Studio Album Collection,Burning Bright,25,grunge,rock
1NByMwpOZY69Mmy4l7jYRF,Frank Turner,The Gathering,The Gathering,27,acoustic,acoustic
5SekMqPSRq3YUrezggydWs,Lil E,Eric Butler vs. the State of Indiana,Punisher,17,club,electronic
77y3PmFe7qRa2prWTYGw0w,Tz da Coronel;Vinta;CalliCartel,É o Trem!,É o Trem! É o Trem!,51,funk,jazz-soul
3EgDukSjCRfvnLzN9EfFih,Mushroomhead,XX,Empty Spaces,25,groove,jazz-soul
0dBXAJULYoRKbeSNEMhAD3,The Chemical Brothers,Come With Us,Galaxy Bounce,41,breakbeat,electronic
2B7RVALbwFp9H5CJTanJMj,Asspera,Garcha2 X To2 La2,Pandemierda (Kornvid 19),24,heavy-metal,metal
5eFFsShr8vchESCk8HGxvn,Art Farmer,Art,"Goodbye, Old Girl",51,jazz,jazz-soul
2W1S2nH5PiycBBDRjUhHQd,Boris Brejcha,Space Diver,Never Look Back,47,minimal-techno,electronic
3Dfy8YIxq89i84t108TvMi,Def Leppard,Hysteria (Super Deluxe),Love Bites - Remastered 2017,65,hard-rock,rock
19Etbe5kGL4OROK53yWvT9,Seikima-II,XXX -THE ULTIMATE WORST-,白い奇蹟,21,heavy-metal,metal
089tprIgsyFSOrZpugamLI,Ekali;ZHU,Blame,Blame,45,dubstep,electronic
1IthE5GNiRzFN5CVaCa445,BTS,Proof,Born Singer,75,k-pop,pop
1m9HqtwRcqKguKLS0a9HrI,Lumaraa,Gib mir mehr,Fick Dich,41,german,world
1oD31XHWUmzpciJIA2p9Bi,Tiësto;Ava Max;Robin Schulz,The Motto (Robin Schulz Remix),The Motto - Robin Schulz Remix,59,edm,electronic
6mzUIHlROFcUjJ7sGzSR4z,Kıraç,Bir İstanbul Masalı (Orijinal Dizi Müzikleri),Olur Ya,40,turkish,world
5RJF9tfEnpKUK75fXG0iM8,Codename Chinadoll,jazz patterns,jazz patterns,25,study,classical
5f1joOtoMeyppIcJGZQvqJ,Kane Brown;Swae Lee;Khalid,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,75,country,acoustic
019FzsAPFX2KEh2vDnhvee,Mavado,Bazzel Riddim,So Bazzel,23,j-dance,world
53Ij4HRTp0f6DTlmXWh46h,SHRK;Shiloh Dynasty,Sad Hours,Sad Life,56,chill,classical
2Qcn7dFDzdRtmZ4KsF8e38,MC CH da Z.O;Bala da Tropa;Milly Explosão;DN do Recife,Na Onda do Skank (Ela É Mais Avançada),Na Onda do Skank (Ela É Mais Avançada),0,funk,jazz-soul
3L6dbpjAYIikI5bk1fcCiR,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),僕たちの戦争,32,j-idol,world
1Vqp7VrSeMMzpg9JluibWA,Holly Humberstone,Best Alternative Pop Tunes,Haunted House,0,indie-pop,pop
1qxwvAGd4N6M3HaxBRnlBz,NEIKED;Anne-Marie;Latto,Internet Sensations,I Just Called,0,house,electronic
1AdVqxJNhspyfmIswUrzlC,Lara Fabian,Love By Grace,Love by Grace,21,opera,classical
6SF5PDHGvtO3ByeRTxLs0H,Above & Beyond;M.O.S.,10 Years of Group Therapy (Part 2),Prelude - M.O.S. Remix,30,trance,electronic
1RA8CIKA8k817KLoNns6Fj,Najand,The November Revolution,Resad Bahar,0,iranian,world
7yF4vHCCDfiYj012IlhgkG,Danny Cooltmoore;Svänzons,Kom Kom,Kom Kom,33,rockabilly,rock
73Wii1V5rmPCz5h7GP4IVd,The Dream Syndicate,Ultraviolet Battle Hymns and True Confessions,The Chronicles of You,22,power-pop,pop
1WxNZuHeWkoX1P0BSb3FHZ,Paul Elstak;Re-Style,Offensive Remix Pack,Handz Up - Re-Style Remix,19,happy,pop
1oF886zvMqrMEyIBzIcemG,D-Charged,Disruption,Disruption,21,hardstyle,electronic
3Izcim1VSZfGhqrwhUj4dD,Juan Atkins,Tresor 30,I Love You,8,detroit-techno,electronic
3FuOBnk7Xsglp7AIsHQVaA,Reiki Armonía,Música Relajante para Reiki - Canciones de Fondo Spa para Tratamiento Ayurvedico,Paz Mental,21,world-music,world
4a9tbd947vo9K8Vti9JwcI,BTS;Halsey,MAP OF THE SOUL : PERSONA,Boy With Luv (feat. Halsey),80,k-pop,pop
7aQDdK4FKhkdB5C5lXdHgH,Gershon Jackson;Reset Preset,Glitterbox - Where Love Lives,Hands Together - House of Omni Hands Together Extended Club Mix,12,chicago-house,electronic
1YNejzXu2HDtUhnyPEsXOM,Stap,Işporta Holding,Işporta Holding,42,turkish,world
1B2ctf6rfVDfXAlemRKgoE,Susan Boyle,A Wonderful World,When You Wish Upon a Star,20,opera,classical
0zG7ntNe8cb0dPV0o8f3nx,Trazendo a Arca,10 Anos (Edição Comemorativa),Me Rendo,30,groove,jazz-soul
5V0R9glmXZwExgsunBJYA9,Kayee Tam,Can You Hear,怎麼你不找我,18,cantopop,pop
51qhR6wqpb6Gm2PSOwBPCF,BaianaSystem,OXEAXEEXU,Corneteiro Luís,30,afrobeat,world
1U3DPXv1qHEz7xgtMry6aN,Samuel Mariano,Depois do Culto,Depois do Culto,40,gospel,jazz-soul
7qi8PlJuBMxK6uxvJDISsA,Foals,Maintain Your Mojo,The Runner,1,indie,rock
09RLvlLzXFpdxZnMbedZL6,Nature Sounds Nature Music;Rain Sounds & Nature Sounds;Yoga,"18 Natural Rain Noises - Great for Sleeping, Meditation, Focus, Yoga or Relaxing","Rain to fall asleep(Loopable,No fade)",32,sleep,classical
4M6EtKQcXZIw1DgutjsLfs,Justin Bieber,Lonely Christmas 2022,Christmas Eve,0,pop,pop
4E89kjSOH7Hh7aHBsgOVnn,Casper Esmann,Wonderful Tonight (Acoustic Instrumental),Wonderful Tonight - Acoustic Instrumental,38,guitar,rock
4qQTqlOWCftZYufh9uUzO9,大原ゆい子,旅人の唄,旅人の唄,47,anime,inne
3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,cómo dormiste?,89,latino,latin
1CeRKY1UgQYgoxw3w9PXiv,George Lopez,"It's Not Me, It's You",Ethnic Shopping,21,comedy,inne
3VtTuQ6lypMoOBcm6VMzdh,Bicep;Four Tet,Opal (Four Tet Remix),Opal - Four Tet Remix,58,ambient,classical
64bMEZtVjP5r1mjH5RR17R,Carrie Hope Fletcher,On My Own,On My Own,27,show-tunes,inne
7wWrh9TNJYmIicCg8fupuz,Jayke Orvis,Its All Been Said,Dreadful Sinner,21,goth,metal
1WjGvMbHE23jEipydV80Mu,BTS,Love Yourself 結 'Answer',FAKE LOVE - Rocking Vibe Mix,59,k-pop,pop
0WVGfCs97aWDvJGBPMFMI0,Kathleen Madigan,Bothering Jesus,Car Crash vs Plane Crash,23,comedy,inne
0Q2YGyMeeZMAvzebtxoQ5f,Crystal Castles,Crystal Castles,Vanished,69,hardcore,metal
4BTVMYO9V5au4AgPgguAG0,Bodylotion,Happy Hardcore Top 100,Happy Is Voor Hobo's,21,happy,pop
2xchWzQHyxdE0azwZCjcSO,George Lopez,Team Leader,Jack In the Box,20,comedy,inne
6DnWbfjjMo7KoC4tYTZDsP,Os Barões Da Pisadinha,Paredão Explode,Mamãe que é Mamãe (Versão Grave),41,forro,latin
4x5kI2pN6LrJSubBSJo4Mj,Baby Rasta & Gringo,Sentenciados,Nina,35,salsa,latin
2N9cODTQ9qd0ngBipBTUWz,Big Mucci,"The SET Slide LineDance, Pt. 2","The SET Slide LineDance, Pt. 2",10,kids,inne
2i40AXmoYGkzzW3C3OUoG6,Terence Lam,MEMENTO,記得,59,cantopop,pop
2GERJt7UHGAsmobxdSgqu5,Trampled by Turtles,Duluth,Duluth,31,bluegrass,acoustic
2k7Xur7Wn4GCJR6bQp7tax,Dub Pistols;Ashley Slater,Rum & Coke,Song for Summer,14,breakbeat,electronic
40et7qQsExZbORdbXtR034,Miranda!,Sin Restricciones,El Agente,36,electronic,electronic
6QyMFfo6GYK9YwspxYVjCG,Baby Tate,Ghetto Superstar - New Rap Classics,Dancing Queen,0,alternative,rock
3yqoD9SYDfwvNEdU2NEpFx,Rovalio,Shuru Karein,Shuru Karein,50,electro,electronic
0umRfhrhFEz9jkEMTrUSkQ,Fort Atlantic,Fort Atlantic,Let Your Heart Hold Fast,54,folk,acoustic
5TM0dheqoFT09WjknMUjGn,Dora The Explorer,Dora The Explorer World Adventure,De Colores,22,kids,inne
5ER73exV0Vqu56UxMe8PGt,Ben Böhmer;JONAH;HAAi,Armada Electronic Elements - ADE 2022,Escalate - HAAi Remix,2,house,electronic
3Rlvtc0ehS8B8gF9ab7qZq,Kenai;Scarra,Give U Some,Give U Some,21,hardstyle,electronic
0sC5ub2JcnKmypbITsfsJa,Eisregen,Knochenkult,19 Nägel für Sophie,21,black-metal,metal
2Bdk07i7W4GmrwX1H5u0Vv,Radioactivity,Radioactivity,Locked in My Head,21,power-pop,pop
6eTRQbYbCnrnm0ghn4eUNd,Eleonora Feldt,Allt finns kvar,Allt finns kvar,65,sleep,classical
0LUlj30GCVDhWL6RmOMa1h,Allison,Se Vale Correr,Se Vale Correr,36,punk-rock,rock
1LPq8d95OpzRz329qobaZ6,Eternate;Miriam Romeyn,Praise My Name,Praise My Name,41,hardstyle,electronic
1NiwnZzq731AtzSUPyV4eJ,Ignotus,Rock 'n' Terapia,The End,26,spanish,latin
3zeeRm1uipiNhRRpgcAUvU,Encontro de Batuqueiros,Roda de Samba do Edb (Ao Vivo),Lucidez / Alvará / Retrato Cantado de um Amor - Ao Vivo,36,samba,latin
3hPL9Jr1RZhDzyHzxF7MU8,NTO,Note blanche,Meanwhile in Rio,41,minimal-techno,electronic
4Uicbo4zLr3wYFIgHMY9GA,Wang Feng,生無所求2011演唱會 (Live),怒放的生命,46,mandopop,pop
0Oa9mHOnH14GZ4toWwkf4c,G-Eazy;Kehlani,Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),63,indie-pop,pop
3fwvW6rWrgIaghB5OeNDK9,Maneva,Tudo Vira Reggae II (Ao Vivo),Não Precisa Mudar / Me Abraça - Ao Vivo,41,r-n-b,hip-hop
0wi1ky0zqwG8195E4omWui,Bayka,1Uptown,1Uptown,55,j-dance,world
1LwSnnsoKcAUv9TPFEZ7iQ,yama,麻痺,麻痺,56,j-pop,pop
3j8ziUfPtV4V6fHr5bEnyc,Skindred,Big Tings,Saying It Now,24,industrial,metal
3Pzrqke0TSziYx20MT26KG,Grupo Fundo De Quintal,Samba de Todos os Tempos,Sorriso Aberto,35,samba,latin
2N3xyXrk3mgMB0p8aaKvQx,Kid Abelha,Acústico (Live),Eu Tive Um Sonho - Ao Vivo,41,mpb,latin
6darP2PR5PxDHrQgCRO1Xo,Bartika Eam Rai,Bimbaakash,Najeek,48,indie-pop,pop
05QsnIXjPo4ZUhvlV1JxfA,Sorriso Maroto,É Diferente (Ao Vivo),Amanhã - Ao Vivo,52,pagode,latin
2Se6vKr55KFWQUwtqRqV08,Randy Newman,Sail Away (Expanded & Remastered Edition),He Gives Us All His Love - 2002 Remaster,23,disney,inne
2BfTccOl6H0otMZDSnOgux,Kristin Chenoweth;Idina Menzel,Wicked (15th Anniversary Special Edition),One Short Day,24,show-tunes,inne
2j1ATXoWlhISjUUBeLna87,Mr.Children,HANABI,HANABI,34,j-rock,world
64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,80,alt-rock,rock
0jDYc3XRkTaEi5zycl5E1G,Sleepy Fish,Chillhop Essentials Spring 2019,i wish it would never stop snowing,54,chill,classical
1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Trouble,Hold You in My Arms,62,acoustic,acoustic
0TEhsreLJrty90wDxuwlWg,Mumuzinho,A Voz Do Meu Samba - Ao Vivo,Não Quero Despedida - Ao Vivo,42,pagode,latin
0uLhNT7UIH3nZCCDZd3OBl,Incubus,Light Grenades,Anna Molly,61,grunge,rock
30dzSNTjpYbYlbOCey5CSD,Children's Music,Children's Favourites,One Two Buckle my shoe,44,children,inne
4WHgIFXKIe8KjzRL3X12xK,Nikolay Nikitskiy,Velikie ispolniteli Rossii XX veka: Nikolay Nikitskiy,Snilsja mne sad,0,romance,latin
1XanLfYUUBB6bLbnSh1KyU,Rammstein,Rosenrot,Benzin,60,industrial,metal
47dxS8Tlpy4dQ1xVQZPjYh,Danny Chan;Rico Fung and David at Studio A;Tom Brown,我愛經典系列 - 陳百強 (Danny Chan),偏偏喜歡你,47,cantopop,pop
56cqmGid7J5wMyfXJzOEOd,You Man,Spectrum of Love,Who We Are,57,french,world
5Gip2UwE4f8L4MQWsvcvfA,Rachel Liang,#2019還在聽,那女孩對我說,54,mandopop,pop
6D8D5eRjLK1RUYM0xogzoW,Nathan Lane;The Producers Ensemble,The Producers (Original Broadway Cast Recording),The King of Broadway,24,disney,inne
0iluWxTpC9QOdVPg3PROvm,Kate Bush,Hounds Of Love,Hounds Of Love,61,piano,classical
0T6RSXxFhW8dRTWHI604ld,XXXTENTACION;Kanye West;Travis Barker,SKINS,One Minute (feat. Kanye West & Travis Barker),59,emo,rock
4BlTRgkqWq9Hh1KJpxfUJr,Georgio,Ciel enflammé - Sacré,Spirituel,38,french,world
33K05kfIRvNzkPgWc85E7m,Jonas Lundqvist,Den okända floden,"En dikt, en bok, ett band",36,goth,metal
5tXCyx9RaGX7RHcWDWcm88,Cliff Martinez,The Knick (Original Series Soundtrack),Son of Placenta Previa,43,ambient,classical
5DYfTyqUNBmOnQtljQjYk2,G. V. Prakash;S. P. Balasubrahmanyam;S.P. Charan;Prashanthini,Aadukalam (Original Motion Picture Soundtrack),Ayyayo,66,pop-film,pop
0hWwkzGh6NBfMonE36029l,Estas Tonne;Istvan Sky;Pablo Arellano,The Song of the Butterfly,The Song of the Butterfly,41,guitar,rock
5Ygzvv5Tc2os4aE1gPryZE,Hans Zimmer;Adam Lukas;James Everingham,Frozen Planet II (Original Television Soundtrack),Full Flight Capacity,26,german,world
6KxhnLR6OlcieIudHZqL2V,Charly García,Unplugged,No Soy Un Extraño - Live,37,punk-rock,rock
4Cky7XJvdbpXZHWxO3mUpg,KM,Bunny Girl,Bunny Girl,45,anime,inne
6LUB8cOxaPCxtqnnOVxsJ3,Greensky Bluegrass,Handguns,No Idea,28,bluegrass,acoustic
3kN6xEX254D9uJh9UnxPSu,Carl Craig,More Songs About Food and Revolutionary Art,Suspiria,7,detroit-techno,electronic
4XIMWXsRnFT0MF0qeIBfJ7,My Life With The Thrill Kill Kult,Hit & Run Holiday,Hit & Run Holiday,19,industrial,metal
1z9GHAYy5cSzeh4rRnafSN,Sonia Rivas,20 Éxitos,Con Tu Misma Moneda,30,rock-n-roll,rock
6vMaCzTnismT6N45MDCMfa,You'll Never Get to Heaven,Images,Beyond the Clouds,47,ambient,classical
6TLmoYJ6NRKdPrzcotozo6,Deluxe,En confinement,Get Down - en confinement,30,spanish,latin
1HNAvs07AKexbAVr0qMClg,Surf Mesa;Emilee,Weekend Baby,ily (i love you baby),0,house,electronic
3RJLtCGaNscT6SBfuIvlQE,Bryan Adams,80s Bangers Vol. 2,Run To You,1,rock,rock
2WWDsBLNL4czuVcg7rjfy2,A-Mei Chang,Bad Boy,聽海,56,mandopop,pop
0CaXasBTOik4qmIiAQsEZK,Nathan Dawe;Ella Henderson,Back to School!,21 Reasons,0,house,electronic
0xcDUsknTawAv5VZKQ62aZ,Wax Tailor,Dusty Rainbow from the Dark,From The Dark,17,trip-hop,hip-hop
6cOu2uTUIHNpjcnZ7kaJ2v,We The Kings;Elena Coats,Stripped,Sad Song (feat. Elena Coats),36,piano,classical
0zx2Dq4YeAAjKcbPSS2DaQ,VNV Nation,Transnational,Retaliate,28,industrial,metal
7r37gypCYvuTUhhnQBh4PG,Hank Williams,The Complete Hank Williams,If You'll Be A Baby To Me,10,honky-tonk,acoustic
2OALaHcDdKkjYEpAr0Qzab,Avicii;Rita Ora,AVĪCI (01),Lonely Together (feat. Rita Ora),57,edm,electronic
3pokn36QTs6Gse8YBOffxv,Vanilda Bordieri,Pra Deus É Nada,Sem Palavras,40,gospel,jazz-soul
2yQYkIicfQ5uGUAyhC65En,Georges Bizet;Philharmonia Cassovia;Alfred Walter,Bizet: L'Arlesienne Suites Nos. 1 and 2 / Carmen Suites Nos. 1 and 2,Carmen Suite No. 2: II. Habanera,35,opera,classical
5tuDHaJLO812gIgdf0Llp7,Ella Fitzgerald,Jingle Bell Rock 2022,Rudolph The Red-Nosed Reindeer,0,blues,jazz-soul
6eP90p1HtbiIAM6YUBfOQk,Pritam;Sonu Nigam,Dil Toh Baccha Hai Ji,Tere Bin,43,indian,world
7F5Rz1Do1VhP4tyvTavT8i,Cheyenne Jackson;Kerry Butler,Xanadu: Original Broadway Cast Recording,Suddenly,22,show-tunes,inne
58MigIpgulw4ugnMvxCse7,Raimu,The Spirit Within,Future's Beyond,58,anime,inne
4vWDs8RqEAYBvPOLhimuFi,Shashk Tiwari;Sachin Kumar,Parshawan,Parshawan,44,indian,world
2hEXNxHo6jne84vrC2vlg6,Tubeway Army,The Flood The Ultimate Fantasy Playlist,I Only Rewind,0,synth-pop,pop
6yFDc6i76pBLV6vQGIFVyP,Kierra Sheard;Chrisette Michele,Soulful Christmas,Angels We Have Heard On High,0,gospel,jazz-soul
0RGp4KA9wvndxqPIWoKwnD,Ajey Nagar (CarryMinati);Wily Frenzy,Yalgaar (Original),Yalgaar,61,hip-hop,hip-hop
28jj3KEdWz0yKpVsCGVydC,White Reaper,The World's Best American Band,Another Day,21,power-pop,pop
5XZZE1pniUcNCFHgDIdFnZ,KSHMR,Anywhere's Home,Anywhere's Home,58,progressive-house,electronic
3n7RtboHPFAG1Y6CF0cIgi,Harvi,Sufna Banke,Sufna Banke,66,pop,pop
3vWjG4yGIip2a4XUf3rt4R,Bergen,Garibin Çilesi Mezarda Biter,Garibin Çilesi Mezarda Biter,39,turkish,world
72eVPv67TBQ7xUanVLqwWY,ZPU;Brock Ansiolitiko,Quiebro,Punto y Seguido,26,spanish,latin
0gp1OXlYIUVy1NEkFauTfz,Frankie Goes To Hollywood,Christmas Dinner 2022,The Power Of Love,0,synth-pop,pop
3HKZ9Ss1L3yDI1xnwZVvMr,Dear Seattle,Someday,Feel the Weight,32,garage,rock
3xJpTAqCbGL6ibOFpsQEJR,Zhenya Shevchenko,Очи черные,Очи черные,6,romance,latin
0scYh5dgeZIvnbFIMgXagP,Nogizaka46,透明な色,革命の馬,28,j-idol,world
3m0jUVh9bdFnMug1udxIti,SHY FX;T. Power;Gary B. Poole,Set It Off,Everything (feat. Gary Poole),16,drum-and-bass,electronic
0rZVXWvG9s4BkBLHYn4Db9,Dub Pistols,Point Blank,Ghetto,11,breakbeat,electronic
2WW3PfGHh0aA2xCAyK6X1J,Martin Garrix,Poison,Poison,51,progressive-house,electronic
2dHCfHPFdccesaPhiisAed,Frankie Knuckles;Adeva,Welcome To The Real World,Keep It Real,15,chicago-house,electronic
4r1iag8SixyX9KiRxWVswH,Simon la Letra;Dayser 23,Por Ti,Por Ti,43,latino,latin
4Q3ikbp3CWt0Gp4iYDt4lV,Death Grips,The Money Store,Lost Boys,46,industrial,metal
1gQZ9fhT20aROJuVyny2DP,Carlos Di Sarli y su Orquesta Típica,Archivo RCA : Carlos Di Sarli Vol. 2,Bailemos,17,tango,latin
7dNqszkx1prIf0m33E8gDw,Kid Francescoli;Julia Minkin,With Julia,Blow Up,55,french,world
34EP6EwyXIbZLfgHFvkkDK,Miroslav Vrlik,Blacklight,Blacklight - Radio Edit,27,trance,electronic
275PH4yNQ4WhGIyJj9QxzT,Yuvan Shankar Raja,Manmadhan (Bonus Tracks),Pesa Vanthen,45,k-pop,pop
1OLD6jziTv7ICMCkAUGCD1,Domingo Quiñones,Era Salsa para Bailar,Todo Tiene Su Final,0,salsa,latin
4AO22AeyUGh14qYsgkBPcR,Joe Jackson,(70's) Seventies Collected Volume 2,It's Different For Girls,0,power-pop,pop
6VwqM0vXcDyQZFwcmi0viG,Brytiago;Darell,Perreo Tenebroso Vol. 1,Olvidando,0,latin,latin
06Stw5UCrKYwPBxsTOfBtA,Ghost,Twisted Halloween Hits,Mary On A Cross,0,hard-rock,rock
4ESxsb4EVn7xGmJPsEN7wr,Belle and the Nursery Rhymes Band,Nursery Rhymes,10 Little Numbers,42,children,inne
3VKQHcllVFNbn1n5M5bnyE,Badem,S'onsuz,Kalpsiz,39,turkish,world
6wW4ES7Gx0zEKdbgcTL1hO,The Chemical Brothers,Brotherhood,Galvanize - Edit,42,breakbeat,electronic
5YIfPPvIJudDNCLIwkWqvh,Ocean Waves For Sleep,Beach Waves,Expressive Jamaican Ocean Waves,31,sleep,classical
6mkGCXSlkS9UId33ZC9VfS,TUBE,BEST of TUBEst ~All Time Best~,夏を待ちきれなくて,36,j-pop,pop
0JChw6k59cZxegh0SGceE1,Rahat Fateh Ali Khan,Back 2 Love,Zaroori Tha,65,pop-film,pop
1JxZ3cWdy0eTMzXAhM3UYa,Luis Fonsi;Manuel Turizo,Esto No Se Le Dedica A Cualquiera,Vacaciones,2,latin,latin
3zNNXjjjeLrzIXSJZKalDi,Lykke Li;The Magician,Wounded Rhymes (Anniversary Edition),I Follow Rivers - The Magician Remix,63,swedish,world
7nBtvMaR4GTorkIlNlvN59,salem ilese,All I Want For Christmas Is You,Marry Christmas,0,indie-pop,pop
1aljGk9OVX7tis8740niUb,Portrayal of Guilt,CHRISTFUCKER,Dirge,22,black-metal,metal
30HJwA7Q1x1kYdgaNjg6Ix,Robert Hood,The Pace,Wandering Endlessly,7,detroit-techno,electronic
4JloN5dBiVokxofXYFcmGR,Alan Menken;Disney,The Little Mermaid,"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",47,disney,inne
3ZDlAqVNvGOVluvCXp2M30,Pyotr Ilyich Tchaikovsky;phil Blech Wien;Anton Mittermayr,Klassische Weihnachtsmusik,"Der Nussknacker, Op. 71: Ouvertüre",0,classical,classical
5CA8s5OjedN3QeXqX5VeVk,Najand,In the Night of Revolution,Hear My Scream,0,iranian,world
6apkuC8O7MSZYw8YoxtC1U,Rakz Radiant;Arcado;Jay Stellar,Poli Saanam,Poli Saanam,17,malay,world
43LZO9z9DmI585kXj0TIBM,Vini Vici;Timmy Trumpet;Symphonic,100 (feat. Symphonic),100 (feat. Symphonic),48,trance,electronic
7bJI2zJ9YGJ12V2MjjAIwy,Moodymann;Roberta Sweed,Black Mahogani,I Need You so Much (feat. Roberta Sweed),28,detroit-techno,electronic
3ARDVYRmYJx1FrvR9Zlwp2,Criolo,Ainda Há Tempo,Chuva Ácida,39,afrobeat,world
6BXftLsxnw9cgSKaKkjO2k,Nomadic Voice;16bars;VKDKV,Pandu Thotte,Pandu Thotte,27,malay,world
426JzacMpWL37wBczMdy9R,Dan Gibson's Solitudes,Stream of Dreams,Quiet Longing,20,new-age,classical
2CzrYJ8mxMNWHSFrc0J2A6,Juhani Ahonen,Tauko,Tauko,64,sleep,classical
12MNPXTSJp3n2YvrzsCSv0,milet,eyes,Tell me,53,j-pop,pop
7bfMKlkk76s6ou41vmRS9W,Funki Porcini,Love Pussycats & Carwrecks,Purrfect,50,j-dance,world
3gNPSSeLklIXbJyJgyDTdc,The Libertines,What a Waster / I Get Along (Live at the ICA 3.6.02),What a Waster,24,garage,rock
6qbn6nBFuCGKaMfS0JV3kw,Clara Mae;gnash,Drunk On Emotions,Overused (feat. gnash),43,swedish,world
2Mwv9mGvbwaxgFjM6VvwNU,Otis Redding,Jazzy Christmas Vibes,White Christmas,0,soul,jazz-soul
6uAc3CapexgFoHkzAkBYCQ,Rata Blanca,Entre el Cielo y el Infierno / El Libro Oculto,Asesinos,22,heavy-metal,metal
